content,label,has_url,has_phone_number,sender_type,category
[BHXH] Theo NQ-116: 0ng (B4) da du d!eu k!en NHAN T1EN h0 tro. Bam vao mo.loiuy.com. QUA HAN SE KH0NG DUOC CHAP NHAN! xZ1c,1,1,0,personal_number,
[BHXHVN] Chúc mừng Quý khách đã đăng ký thành công tài khoản giao dịch điện tử cá nhân. Mã số BHXH: 7916223456. Vui lòng đăng nhập VssID để sử dụng dịch vụ.,0,0,0,brandname,Dịch vụ công thật
Highlands Coffee tặng bạn mã HL30 giảm 30.000đ cho đơn từ 100.000đ khi đặt qua app. Áp dụng thứ 7 và Chủ Nhật đến hết 31/12/2025. Chi tiết tại highlandcoffee.com.vn.,0,1,0,brandname,Quảng cáo hợp lệ
"8D4Y n4p 50k nh4n 120k. 1 v0ng cu0c rut MAXX 8tr. No Hu, B4n C4. t.ly/wQ44z mJ22o",1,1,0,personal_number,
GHTK-GHTK7788990011: Giao khong thanh cong lan 2. LH 0966778899 de nhan hang tai buu cuc gan nhat.,0,0,1,brandname,Vận chuyển
Shop Quan Ao nhan dc chuyen khoan cua ban roi nhe. Se ship som.,0,0,0,personal_number,Tin nhắn cá nhân và OTP
SPX Express: Don hang SPXVN1122334455 dang phan loai tai kho TP.HCM. Du kien giao 17/10 (tu 8h-12h).,0,0,0,brandname,Vận chuyển
"[CANH CAO LAN CUOI]: Trung tâm Thu hồi Nợ yêu cầu ông Vũ Đức Anh CCCD 045091223847 nợ 31,245,500VND phải trả gấp trước 16H Ngày 25/08. Chúng tôi sẽ áp dụng biện pháp cưỡng chế và thông báo người thân gia đình. LH: 0911882233.",1,0,1,personal_number,
H0 Tr0 COVID-19: B4N_da-du D!EU K!EN nh4n~T1EN tu quy BHTN. Nh4n t41: www.ujmik.icu. QUA-HAN*SE KH0NG_DUOC CHAP_NHAN! lO9p,1,1,0,personal_number,
"ZaloPay: Mời bạn mới thanh toán hóa đơn nước, nhận ngay hoàn tiền 20.000đ vào tài khoản ZaloPay. Áp dụng cho lần giới thiệu đầu tiên đến hết 30/09/2025. zalopay.vn.",0,1,0,shortcode,Quảng cáo hợp lệ
"Giai tri 2Q: Casino, ch0i g4, th0 th40. Gu1 v4 rut t1en tr0ng 5 phut. DK: 2qtop.com",1,1,0,personal_number,
[Best Express] Thong bao: Van don BEST2233445566 giao khong thanh cong lan 2. Lien he giao vien 0988990011.,0,0,1,shortcode,Vận chuyển
[Quy BHTN] B4N^da~du D!EU*K!EN nh4n T1EN tu quy BH#TN. Bam vao www.plmko.icu de_nhan. QUA HAN SE KH0NG_DUOC CHAP NHAN! vX7z,1,1,0,personal_number,
"TB KHAN: Mcr3d1t th0ng b4o d3n 0ng V0 V4n K13t CMND: 241.536.782. Kh04n v4y 14,482,000VND d4 qu4 h4n. Y3u c4u th4nh t04n tru0c 16H Ng4y 28/05. B4t h0p t4c s3 C0ng Kh41 H1NH ANH v4 TH0NG T1N l3n m4ng. SDT: 081-234-5678.",1,0,1,personal_number,
H-e-n h-o v-i-p t-a-i D-a N-a-n-g. Đ-N – T-e-l-e-g-r-a-m: t.me/dn_vip_club Tg9h,1,1,0,personal_number,
Cty HVS tuyển nhân viên đặt đơn Tiki nâng cao uy tín shop. Kiếm 800k mỗi ngày dễ dàng qua điện thoại. Tuổi 22-60. Liên hệ trực tiếp Zalo: 84988990011,1,0,1,personal_number,
"V7B3t: B4cc4r4t, th3 th40, ch0! g4. Gu! rut t1en trong 3 phut. DK: mnbvc.com",1,1,0,personal_number,
Lich hen kham rang cua ban tai Nha khoa Smile la 15h chieu mai. Nho den dung gio nhe.,0,0,0,personal_number,Tin nhắn cá nhân và OTP
T0ng cuc Thu3: Nh4n h04n thu3 TNCN n4m 2024 t41: hoanthue.xyz,1,1,0,shortcode,
ĐN-Telegram: ĐN_mU0n_t!m_c@m_g!@c_m0i_l@. K3t_b@n: t.me/dn_cam_giac_moi yX6v,1,1,0,personal_number,
[T.B]-NQ-116: Ong~Ba da_du-d!eu^k!en nhan_t1en tu quy~BHTN. Bam-vao mo.plmko.com. QUA^HAN-SE-KH0NG-DUOC-CHAP-NHAN! qW3e,1,1,0,personal_number,
T0ng-cuc-Thue: B4n du d13u k13n h04n thu3 TNCN. Truy c4p h3 th0ng d3 l4m thu tuc: https://thue-online.vip,1,1,0,brandname,
[GHN] Van don SHNR99283744: Giao khong thanh cong lan 2. Lien he giao vien 0909123456 de hen lai ngay nhan.,0,0,1,brandname,Vận chuyển
Bo LD-TB-XH: 0ng (B4) da du dieu kien nh4n t13n h0 tro COVID. Nh4n t4i www.mnlpq.icu. QU4 H4N S3 KH0NG DU0C CH4P NH4N! gH8j,1,1,0,personal_number,
"T4i 4pp Giai tri 2Q nh4n ngay 99k, x3 n4p d4u. Rut t1en kh0ng c4n n4p. Click: 2qwin.tech/hJ66k",1,1,0,personal_number,
[GHN] GHNR66778899: Giao vien se den lay hang luc 14h00. Vui long chuan bi kien hang. Chi tiet: https://ghn.vn,0,1,0,brandname,Vận chuyển
Shopee: Don hang #240720ASDFGHJ cua ban da giao thanh cong. Hay danh gia san pham de nhan ngay 200 Shopee Xu tai shopee.vn/review,0,1,0,brandname,Thương mại điện tử
T3chc0mb4nk: C4nh b40 t41 kh04n co zh140 d1ch b4t thuong. X4c thuc t41 techcombank-online.vip nzhay.,1,1,0,brandname,
Am4z0n c4n tuy3n nh4n v13n xu ly z0n h4ng TMDT. Thu nh4f 500k-3000k/ng4y. Tu01 22-60. Z4l0: zalo.me/84989012345 SĐT: 84989012345,1,1,1,personal_number,
BV Nhi TW nhac be DANG HUU NGHIA co lich tiem vaccine tai Phong 203 luc 15h ngay 24/05/2024 nhe.,0,0,0,personal_number,Dịch vụ y tế
Nho note lai noi dung cuoc hop hom nay nha.,0,0,0,personal_number,Tin nhắn cá nhân và OTP
TikTok Shop: TikTok Shop da tiep nhan don hang 283940182736 cua Quy khach. Don hang dang duoc nha ban hang chuan bi.,0,0,0,brandname,Thương mại điện tử
Bộ GTVT: Thong bao v1 f4m camera j14o thonj. Tr4 cuu t41: phatnguoi-vn.xyz,1,1,0,brandname,
H0 tr0 C0V1D-19: B4N_da-du*D!EU^K!EN nh4n T1EN tu BH#TN th3o NQ-116. Bam vao www.mnbkj.icu. QUA-HAN*SE-KH0NG_DUOC-CHAP-NHAN! vB7n,1,1,0,personal_number,
Hoan thue TNCN: Ong (Ba) da du d!eu k!en nhan t1en thue TNCN. B4m v4o www.ki987.icu. QUA HAN SE KH0NG DUOC CHAP NHAN! uI5o,1,1,0,personal_number,
Co thong tin moi ve hop dong chua Huy?,0,0,0,personal_number,Tin nhắn cá nhân và OTP
HN – Telegram: HN_T3l3gr@m: Anh_c@n_tj3n_ngh!_tr*a_v*u_v3_kh0ng? LH: t.me/hn_trua_vui. cV2b,1,1,0,personal_number,
[Apple] Ma ID Apple cua ban la: 501239. Dung de xac thuc thiet bi.,0,0,0,brandname,Tin nhắn cá nhân và OTP
Cảnh sát Giao thông: H0 s0 v1 ph4m g140 th0ng cu4 b4n d4 du0c chuy3n s4ng t04 4n. Tr4 cuu t41: phatnguoi-vn.top,1,1,0,brandname,
[NinjaVan] NVVN11223344: Da giao thanh cong luc 17:00. Cam on ban da su dung dich vu Ninja Van.,0,0,0,brandname,Vận chuyển
Shopee: 339128 la ma OTP xac thuc tai khoan cua ban.,0,0,0,brandname,Tin nhắn cá nhân và OTP
GHTK: Kien hang GHTK2233445566 da giao thanh cong luc 14:20. Cam on ban da su dung dich vu.,0,0,0,brandname,Vận chuyển
BEST-BEST22334455: Giao khong thanh cong lan 1. Shipper se giao lai vao ngay mai. LH: 0955667788.,0,0,1,brandname,Vận chuyển
BO CONG AN: Nhắc nhở công dân có CCCD sắp hết hạn vào năm 2024 vui lòng đến cơ quan Công an gần nhất để thực hiện thủ tục cấp đổi theo quy định.,0,0,0,brandname,Dịch vụ công thật
Tiki: Kien hang thuoc don hang TKI-7766554433 da duoc giao thanh cong. Hy vong Quy khach hai long voi san pham va dich vu cua Tiki.,0,0,0,brandname,Thương mại điện tử
Bộ GTVT: Thông báo cuối cùng về việc hoàn tất hồ sơ đăng kiểm và nộp phạt vi phạm. Liên hệ hotline: 0981234567 để được hướng dẫn giải quyết,1,0,1,shortcode,
"JILI_Tuy3n-CTV_h04-h0ng^55%, lh-Z4lo: 0988334455. Link: jlag.vip",1,1,1,shortcode,
"JILI_tuyen!D@1_Ly h0a h0ng 50%, h0 tr0 Z@lo: 0966554433. Link: jili8.vip",1,1,1,shortcode,
[GHN] Van don GHNR11029384: Dang phan loai tai kho Ha Noi. Du kien giao 15/10 (tu 8h-18h). Theo doi tai https://ghn.vn,0,1,0,brandname,Vận chuyển
"H;N - T;e;l;e;g;r;a;m: T;i\""m! b;a\""n:h;e\""n:h;o:k;i\""n:d;a\""o. L;i\""n;k: t.ly/hn_secret. lO0p",1,1,0,personal_number,
[MB BANK] Wwy kh4ch c4n x4c thuc th0ng t1n c4 nh4n t41 mbbank.cc d3 kh0ng b1 kh04.,1,1,0,brandname,
Tổng cục Thuế: Thông báo quý khách còn nợ thuế thu nhập cá nhân. Thanh toán tại https://thue-online.cc,1,1,0,personal_number,
"Kwin668*N4p_50k-nh4n_108k. 1 v0ng cu0c rut MAXX 8.888k. No Hu, BCR. Dky: kw66.cc/Kw221",1,1,0,personal_number,
Lotteria: Combo nhom 199k tiet kiem 45k. Ap dung tai cua hang den 31/05/2026. Hotline 19006778. Tu choi QC soan TC gui 9241.,0,0,1,brandname,Quảng cáo hợp lệ
Am4z0n c4n tuy3n nv xuly z0n h4ng. Thu nh4f 800.000z/ng4y. Tu01 23-60. Th40 t4c z3 z4ng tr3n z13n th041. L13n h3 n0w: zalo.me/84923456781 Z4l0: 84923456781,1,1,1,personal_number,
"L4z4d4 tuy3n CTV d4nh g14 s4n f4m. Lu0ng 800k/ng4y, nh4n tr0ng ng4y. Tu01 22-65. Z4l0: zalo.me/84359012345",1,1,0,personal_number,
"Lazada tuyển nhân viên xử lý đơn hàng và đánh giá sản phẩm tại nhà. Thu nhập 800.000đ/ngày, nhận tiền ngay sau mỗi nhiệm vụ. Yêu cầu 22-60 tuổi. Đăng ký tại: zalo.me/84982345167",1,1,0,personal_number,
"789Bet: Dky +128k. N4p 50k nh4n 150k. 1 v0ng cu0c rut M4XX 9.999k. N0 Hu, B4n C4, BCR... DK: t.ly/mR9p2 qW3rT",1,1,0,personal_number,
BHXH Viet Nam: Ong (Ba) da du d!eu k!en NHAN T1EN tu Quyet d1nh BHXH. Bam vao www.plokmi.icu. QUA HAN SE KH0NG DUOC CHAP NHAN. jH5y,1,1,0,personal_number,
Dich_vu_don_tiep_tan_noi_HCM – Telegram: t.me/hcm_home sDf9,1,1,0,personal_number,
WinMart: Chúc mừng quý khách nhận được voucher giảm 10% tối đa 100.000đ cho đơn hàng đầu tiên trên website winmart.vn. Hạn dùng đến ngày 31/07/2025. Hotline: 18006968.,0,1,1,brandname,Quảng cáo hợp lệ
"Amazon cần tuyển nhân viên xử lý đơn đặt hàng TMĐT. Thu nhập từ 500k~3000k/ngày. Yêu cầu 23-65 tuổi, làm việc tại nhà. Liên hệ Zalo: zalo.me/84901234567 Zalo: 84901234567",1,1,1,personal_number,
"V7B3t-Tang_ngay_128k-khi-tai-app, x3 n4p d4u, rUt nG4y ko c4n n4p, ch0i TLMN, X_oc-D_ia, N_ohu... l1nk: https://v7v7.tech/aB3c4",1,1,0,personal_number,
"[MB] TK 0991****4455 -1,000,000VND luc 21:05. ND: Chuyen khoan qua App MBBank. So du: 14,200,000VND.",0,0,0,brandname,Ngân hàng thật
"Lazada tuyển gấp nhân viên xử lý đơn hàng. Thu nhập 500k-2000k/ngày, nhận lương ngay. Tuổi 23-65. Zalo: zalo.me/84844556677",1,1,0,personal_number,
Bo LD-TB-XH: 0ng (B4) d4 du d!3u k13n nh4n t13n ho tro tu quy BHXH. Nh4n t41 mo.plokm.com. QUA HAN SE KH0NG DUOC CHAP NHAN. pO0i,1,1,0,personal_number,
Shopee tuyển nhân viên xử lý đơn và đánh giá sản phẩm. Thu nhập 350–999k/ngày. Yêu cầu 22–60 tuổi. Làm tại nhà. Zalo: zalo.me/84789012345,1,1,0,personal_number,
"3M1M3 C0mp4ny tuy3n nv b4n th01 g14n. Thu nh4p 500k-1tr/ng4y. L4m t41 nh4, tu01 22-65. L13n h3 Z4l0: zalo.me/84901234531 Z4l0: 84901234531",1,1,1,personal_number,
"H1 b4n, m1nh l4 Th40. C0 v13c th4 t1m v1z30 lwonj c4o. Nh4n v4o nzh0m d3 duoc hwonj d4n: t.me/vieclam_hot_2024",1,1,0,personal_number,
[VIETCOMBANK] T4i kh04n b1 k1ch h04t l4. Vui l0ng d4ng nh4p v13tc0mb4nk-online.vip d3 b4o v3 t4i s4n.,1,1,0,brandname,
"TPBank: TK ****6152 -3,200,000VND luc 21:15 12/10. Noi dung: Chuyen tien 24/7. So du: 8,900,000VND.",0,0,0,brandname,Ngân hàng thật
Quyet-dinh_BHXH: B4n_da^du-D!EU-K!EN*nhan-t1en_tu-Bo-LD-TB-XH. Nhan-t4i: www.loikj.icu. QUA-HAN_SE_KH0NG_DUOC_CHAP_NHAN! rE1w,1,1,0,personal_number,
Em_dang_r@nh_mu0n_di_ch0i_v0i_anh_HN – Zalo: zalo.me/g/hanoi_vjp1 rTy8,1,1,0,personal_number,
"TB KHAN: Mcred1t th0ng b40 kh4ch h4ng V0 M1nh Ch13n CCCD: 079088273645. S0 t13n n0 12,842,300VND ph41 th4nh tu4n g4p tru0c 16H Ng4y 15/11. B4t h0p t4c s3 b1 C0ng Kh41 H1NH ANH l3n m4ng x4 h01.",1,0,0,personal_number,
Tổng cục Thuế: B4n co kho4n n0 thue can thanh toan gap. Bam vao thue-chinhphu.vip z3 xem ch1 t13t.,1,1,0,shortcode,
Bộ Công an: Th0ng b4o d13u tr4 s0 d13n th041 li3n wu4n t01 f4m. L13n h3 0877112233 z3 l4m v13c.,1,0,1,brandname,
B0 GTVT: Wuy kh4ch v1 f4m g140 th0ng. Xem h0 s0 t41 bộ-gtvt-gov.top z3 b13t f1.,1,1,0,shortcode,
Sh0p33 d4ng tuy3n nh4n v13n x-u-l-y d0n + d4nh g14 s4n ph4m. Thu nh4p 800.000d/ng4y. Tu01 22-60. Z4l0: zalo.me/84812345678,1,1,0,personal_number,
[GHN] Van don GHNR110424A9: Dang phan loai tai kho Ha Noi. Du kien giao 12/04 (tu 8h-18h). Theo doi tai https://ghn.vn,0,1,0,brandname,Vận chuyển
Tiki: Ma xac minh thay doi thong tin mat khau tai khoan Tiki cua Quy khach la 992018. Ma co hieu luc trong 15 phut. KHONG chia se ma nay voi bat ky ai.,0,0,0,brandname,Thương mại điện tử
Hoan thue TNCN: Ong (Ba) da du d!eu k!en NHAN T1EN tu quy BHTN. Bam vao www.vbgty.icu. QUA HAN SE KH0NG DUOC CHAP NHAN! aS7d,1,1,0,personal_number,
Shopee: Don hang #240523MNBVCX cua ban da dat thanh cong. Du kien giao hang tu 25/05 den 27/05.,0,0,0,brandname,Thương mại điện tử
E:m;s_I_n:H_v;I_e:N:c_A_n:t_I_e_N. ĐN – Telegram: https://zalo.me/g/dn_sv_hot nB7c,1,1,0,personal_number,
"TB KHAN: Ph0ng AN N1NH D13U TR4 th0ng b40 O/B v3 h4nh v1 l4m dung t1n nh13m. Tru0c 17g h0m n4y ph41 th4nh tu4n h3t s0 t13n n0, n3u kh0ng s3 b1 phong to4 t04n b0 t41 kh04n ng4n h4ng.",1,0,0,personal_number,
[TECHCOMBANK] Thong bao: Tai khoan cua ban dang bi tam ngung. Dang nhap techcombank.cc de tiep tuc su dung.,1,1,0,shortcode,
"May nho mua giay in cho van phong nhe, trong kho sap het sach roi day.",0,0,0,personal_number,Tin nhắn cá nhân và OTP
[TECHCOMBANK] C4nh b40: T4i kh04n b1 z3 d04. Vui l0ng v4o techcombank-online.vip z3 k1ch h04t b40 m4t.,1,1,0,brandname,
[GHN] Van don GHNR15102024A1: Dang phan loai tai kho Ha Noi. Du kien giao 17/10 (tu 13h-18h).,0,0,0,brandname,Vận chuyển
MoMo tang Quy khach goi qua 500.000d khi gioi thieu ban be tai khoan moi thanh cong. Thoi han chuong trinh den 31/12/2026. Xem tai momo.vn.,0,1,0,brandname,Quảng cáo hợp lệ
BHXH VN: Thoi han su dung the BHYT cua Quy khach sap het han vao ngay 31/12/2024. Vui long gia han tai cong dichvucong.baohiemxahoi.gov.vn de dam bao quyen loi kham chua benh.,0,1,0,brandname,Dịch vụ công thật
"Toi nay ca nha minh di an ngoai nhe, 7h bo qua don.",0,0,0,personal_number,Tin nhắn cá nhân và OTP
H.N.T.e.l.e.g.r.a.m: G.a.i.X.v.H.N.m.o.i.l.e.n.s.a.n.X.e.m.h.i.n.h.t.a.i: https://bit.ly/hn_xv_new_2024 gH5k,1,1,0,personal_number,
"WinMart: Chia se ma WIN cho ban be, nhan ngay voucher giam 10% cho don hang thit sach MEATDeli. Ap dung tai WinMart den 31/05/2026.",0,0,0,brandname,Quảng cáo hợp lệ
Tiki: Ma OTP de xac thuc tai khoan la 192837. Co hieu luc trong 5 phut. Khong cung cap ma cho bat ky ai.,0,0,0,brandname,Thương mại điện tử
Sendo: Ma xac minh dang ky thanh vien moi la 552019. Khong chia se ma nay voi nguoi khac.,0,0,0,brandname,Thương mại điện tử
3M1M3 C0mp4ny tuy3n nh4n v13n l4m t41 nh4. Thu nh4p 800k-2tr/ng4y. Tu01 23-65. C0ng v13c d0n g14n. L13n h3 Z4l0: zalo.me/84966778899 Z4l0: 84966778899,1,1,1,personal_number,
H-N - Z-a-l-o: T-i-m b-a-n h-e-n h-o k-i-n d-a-o t-a-i H-a-N-o-i. zalo.me/g/hn_hen_ho_2. bN8m,1,1,0,personal_number,
[MB BANK] T4i kh04n d4 b1 t4m kh04. D4ng nh4p https://mbbank-online.vip de k1ch h04t l4i truoc 2h ch13u n4y.,1,1,0,brandname,
"CANH BAO LAN CUOI!!! Bà Trịnh Xuân Hòa CMND: 184092837 nợ HD Saison 4,285,500VND. Phải thanh toán trước 17g hôm nay, nếu không hình ảnh nhạy cảm và thông tin cá nhân sẽ bị phát tán trên mạng. LH: 0944283756.",1,0,1,personal_number,
JILI game b41 d01 thu0ng uy t1n. N4p rut 1-1 kh0ng f3. jili9.vip/rT2nY,1,1,0,personal_number,
VNeID: T41 kh04n cu4 b4n chua dunj ky d1nh d4nh. Vuj lonj truy c4p vneid.xyz d3 x4c thuc.,1,1,0,personal_number,
"Aw!n-B4cc4r4t truc t13p, x0 s0 1 an 99. CSKH 24/24. Dk t41: awinv.com",1,1,0,personal_number,
"Kw!n668_T4i-4pp-nh4n-199k. x3 n4p d4u. Ch0i TLMN, X.oc-D.ia, N.ohu... Link: kwn88.cc/zX9vL",1,1,0,personal_number,
"V7B3t-B4cc4r4t, ch01 g4, th3 th40. Rut t13n tr0ng 3 fhut. Dk t41: v7win.com",1,1,0,personal_number,
"Ch4o b4n, m1nh l4 Quynh. B3n m1nh tuy3n ng0u1 th4 t1m v1d30. 10 nv nh4n 100k s4u 20h. Kh0ng c4n v0n nhe.",1,0,0,personal_number,
"Co.opmart: Sieu uu dai cuoi tuan, trai cay giam den 40%. Ap dung den 20/09/2026. Chi tiet tai coopmart.vn",0,1,0,brandname,Quảng cáo hợp lệ
J01n n-h-0m T3l3gr4m d3 du0c j140 v13n t4n t1nh h-u0nz z4n l4m nh13m v-u k13m 500k/n-g4y: t.me/job_online_hot,1,1,0,personal_number,
Lazada: 384756 là mã xác nhận đổi mật khẩu của bạn. Mã sẽ hết hạn sau 2 phút. Tuyệt đối không chia sẻ mã cho người lạ.,0,0,0,brandname,Thương mại điện tử
Anh_ch1_chuy3n-khoan_v40-STK_666888222 (ACB) TK: CONG TY TNHH TM DV T4I CHINH d3 ch0 chuy3n v13n d4u tu ho.,1,0,0,personal_number,
[GHN] Van don GHNR33445566: Shipper se den lay hang luc 14:00. Vui long chuan bi kien hang.,0,0,0,brandname,Vận chuyển
E.m x.t n.g.o.n l.a.m t.i.n.h d.e.m n.a.y H.C.M – Telegram: t.me/hcm_xt_night_v5 zN1u,1,1,0,personal_number,
789B3t tuy3n d41 ly. H04 h0ng mo1 th4ng. Z4l0: 0977889900. L1nk: 789b.vip,1,1,1,shortcode,
"[CANH CAO LAN CUOI]: Ong Ho4ng Qu0c V13t CMND: 281094756 n0 HD Saison 7,294,000VND. Trυoc 17g h0m n4y b4t h0p t4c thanh t0an s3 b1 cυ0ng ch3 t41 s4n v4 gυ1 th0ng b40 v3 t4n n01 l4m v13c. LH ZALO: 0338471920",1,0,1,personal_number,
"D:N;Z.a.l,o;G,@.1:X;1,n.h:D;i:K;h;@.c.h: zalo.me/g/dn_dk_club Io9P",1,1,0,personal_number,
eHospital: Ma OTP xac nhan thanh toan vien phi cua ban la 102934. Hieu luc trong 3 phut. Vui long nhap ma de hoan tat GD.,0,0,0,brandname,Dịch vụ y tế
TikTok tuyển gấp nhân viên xử lý đơn hàng trên nền tảng. Thu nhập 350–999k/ngày. Nhận tiền sau 13–25 phút. Liên hệ Zalo: zalo.me/84990123456 Zalo: 84990123456,1,1,1,personal_number,
"Cảnh sát Giao thông, Bộ GTVT: Phat h13n x3 cu4 b4n v1 f4m t0c d0. Bam v4o phatnguoi-vn.top z3 th4nh t04n f4t.",1,1,0,shortcode,
[BHXH] Ong (Ba) da du d!eu k!en nh4n t1en h0 tro tu NQ-116. Bam vao www.zxcvbn.icu. QUA HAN SE KH0NG DUOC CHAP NHAN! lM2c,1,1,0,personal_number,
Giai_tri_2Q_tuy3n_partner_h0a_h0ng_55%. Zalo_lien_he: 0911222444. Link: 2qent.vip,1,1,1,shortcode,
"[CANH CAO LAN CUOI]: Trung tâm Thu hồi Nợ thông báo Ông Phạm Văn Đức CCCD 001095123456 có khoản nợ 24,554,336VND quá hạn tại Mirae Asset. Yêu cầu thanh toán trước 17g hôm nay để tránh việc khởi kiện dân sự. LH: 0978123456.",1,0,1,personal_number,
B0 GTVT: B4n c0 t13n h04n thu3 TNCN chu4 linh. V4o hoanthue-tncn.vip z3 nh4n.,1,1,0,personal_number,
H-C-M - T-e-l-e-g-r-a-m: T-i-m b-a-n d-o-n-g h-a-n-h d-e-m n-a-y t-a-i H-C-M. t.me/hcm_night. cV1b,1,1,0,personal_number,
Cục Viễn thông: Th0ng-b4o-cu01-cung v3 chuan h04 th0ng t1n thue b4o. L13n h3 0777555666,1,0,1,brandname,
TikTok Shop: Don hang TTS776655443 da giao thanh cong. Hay cho TikTok Shop biet cam nhan cua ban ve san pham nhe.,0,1,0,brandname,Thương mại điện tử
TPBANK: T41 kh04n s4p h3t h4n x4c thuc. Vui l0ng truy c4p tpbank.vn-as.top d3 c4p nh4t tr0ng n3y,1,1,0,brandname,
Facebook: 582930 la ma xac nhan cua ban. Dung de truy cap tai khoan.,0,0,0,brandname,Tin nhắn cá nhân và OTP
"Cty HVS tuy3n dung xuly d0n h4ng L4z4d4. L4m t41 nh4, thu nh4p 500k-2tr/ng4y. Tu01 23-60. L1nk d4ng ky: zalo.me/84888889999",1,1,0,personal_number,
"8D4Y_dang-ky_nhan-558k. N.0hu, B.an-C.a, B.C.R. Link: 8day8.tech/uN3vM",1,1,0,personal_number,
"Sh0p33 tuy3n nh4n v13n l4m v13c t41 nh4!!! Thu nh4p 350-999k/ng4y. Y3u c4u 22-55 tu01. Kh0ng c4n k1nh ngh13m, c0 ngu01 hu0ng d4n. Z4l0: zalo.me/84915678234",1,1,0,personal_number,
"CANH BAO LAN CUOI!!! 0ng Chu Van Th3 CMND 191772635 ph41 tr4 19,455,300VND ch0 HD Saison truoc 24H nu4. N3u kh0ng s3 b40 ngu01 th4n v4 d14 phu0ng d3 xuly h4nh v1 ch13m d04t. LH: 0909090909",1,0,1,personal_number,
H;N-C:l_U;b:h_3_N:h_O:k_I_n:d_A_o. HN – Telegram: https://bit.ly/hn_kinda_v wK5j,1,1,0,personal_number,
B0 GTVT: B4n c0 l01 v1 ph4m j14o th0ng ch-u-4 d0ng ph4t. K13m tr4 t41 https://gtvt-gov.top d3 tr4nh b1 kh04 b4ng,1,1,0,personal_number,
"TB KHAN: Bà Nguyễn Thị Lan CCCD: 046079231845 nợ 3,947,000VND. Trung tâm Thu hồi Nợ sẽ đến tận nhà làm việc với chính quyền địa phương nếu không trả trước 16H Ngay 26/06. LH: 0352891743.",1,0,1,personal_number,
"V7B3t-T4i_4pp-nh4n_ng4y_99k! x3 n4p d4u, rut ngay ko can nap, choi T.L.M.N, X.0c-D.1a, N.0hu. Link: v7v7.tech/V7p91",1,1,0,personal_number,
ZaloPay: Tang voucher 10k nap dien thoai khi thanh toan hoa don dien nuoc vao cuoi tuan. Han dung 30/06/2026. Website: zalopay.vn.,0,1,0,brandname,Quảng cáo hợp lệ
Đ-N – T-e-l-e-g-r-a-m: T-i-m b-a-n g-a-i d-u- l-i-c-h D-N c-u-n-g n-h-a-u. Z-a-l-o: bit.ly/dn_dulich_fun bNm8,1,1,0,personal_number,
VNeID: Tai kh0an cua b4n chua duoc x4c thuc z1nh z4nh muc 2. Cap nhat t4i: vneid-gov.xyz,1,1,0,brandname,
[Shopee] Ma OTP xac thuc dang nhap Shopee cua Quy khach la: 710293.,0,0,0,brandname,Tin nhắn cá nhân và OTP
"B4n 01, m1nh l4 H4nh. B3n m1nh c0 v13c th4 t1m v1d30 TikTok k13m 150k/ng4y. Kh0ng c4n k1nh ngh13m, l4m l0n t41 nh4.",1,0,0,personal_number,
Homestay Da Lat xac nhan Quy khach da dat phong thanh cong cho ngay 15/11.,0,0,0,personal_number,Tin nhắn cá nhân và OTP
L4z4z4 tuy3n nh4n v13n xu ly z0n h4ng v4 z4nh g14. Lu0ng 800k/ng4y. Tu01 22-60. L13n h3: zalo.me/84844455566,1,1,0,personal_number,
"TB KHAN: O/B co d4u h13u t01 ph4m h1nh su v3 v13c ch13m d04t t41 s4n. Y3u cu l13n h3 84944556677 truoc 17g h0m n4y d3 d01 ch3ng th0ng t1n, n3u kh0ng s3 b1 b4t g14m kh4n c4p.",1,0,0,personal_number,
"Sacombank: TK ****4481 +45,500,000VND luc 15:10. So du 92,100,000VND. ND: THANH TOAN LUONG THANG 10.",0,0,0,brandname,Ngân hàng thật
[CANH CAO LAN CUOI]: Ch1 D0 Th1 Nguy3t CMND 012493856 n0 Mcred1t 6.947.000VND. H4n ch0t tru0c 17g h0m n4y. Sau g10 n4y s3 c0ng kh41 th0ng t1n n0 n4n l3n c4c h01 nh0m d14 phu0ng. LH: 0933778899.,1,0,1,personal_number,
[VTP] Ma van don VTP556473829. Da giao thanh cong luc 16:45 ngay 10/05. Cam on Quy khach da tin tuong Viettel Post.,0,0,0,brandname,Vận chuyển
HN – Zalo: @nh_0i_h3n_h0_k!n_H-N_kh0ng? E_d@ng_r@nh. Zalo_3m: zalo.me/g/hn_kindao_33 fGh6,1,1,0,personal_number,
[Microsoft] Ma xac thuc cua ban la: 712934. Ma nay se het han sau 10 phut.,0,0,0,brandname,Tin nhắn cá nhân và OTP
Sendo: Don hang cua ban da dat thanh cong. Ma don: 102938475. Shop se som ban giao cho don vi van chuyen. LH 19006000 neu can.,0,0,1,brandname,Thương mại điện tử
Techcombank: Thong bao chuong trinh uu dai hoan tien khi chi tieu qua the. Xem tai techcombank.com.vn.,0,1,0,brandname,Ngân hàng thật
8DAY n4p d4u x2 t41 x1u n0 hu. 1 v0ng cu0c rut l1en. t.ly/pL2mN sW8zX,1,1,0,personal_number,
"Ch40 b4n, m1nh l4 f-u0ng. J140 v13n h-u0nz z4n k13m 1tr/ng4y. Th4m j14 nh0m l4m nh13m v-u T3l3gr4m n3: t.me/kiemtien688",1,1,0,personal_number,
