Received,11/28/2025 10:12,DTV,DTV,Cam on QK da dong hanh cung Black Fire-day 2024. DTV xin thong tin su kien Black Fire-day 2025 (28/11 - 1/12/2025) tai https://s.dtv.onl/2p8hu238
Received,10/6/2025 4:38,900,900,"QK da gia han goi SPOTV10TM thanh cong. Uu dai MP cuoc goi noi mang VNP<20 ph + 5 phut ngoai mang+ 5GB Data (het luu luong dung truy cap) + Addon VTVcab va toan bo noi dung the thao cua MyTV, HSD 07/10/2025 04:37:56. QK se duoc moi gia han qua TK vi/ngan hang tu 08/10/2025 den 14/10/2025 va tu 15/10/2025 goi duoc gia han tu dong qua TKC. Huy goi: HUY SPOTV10TM gui 900. CSKH 18001091(0d)"
Received,10/5/2025 18:01,NAPTHE-VNP,NAPTHE-VNP,(TB) TIÊU DÙNG THÔNG THÁI - CHỚP NGAY ƯU ĐÃI! VinaPhone tặng Quý khách 50% khi nạp tiền bằng hình thức trực tiếp DUY NHẤT trên ứng dụng My VNPT trong hôm nay 05/10/2025 tại: https://my.vnpt.com.vn/adv/napdt . Khuyến mãi được sử dụng gọi và nhắn tin trong 15 ngày. CSKH:18001091 (0đ).
Received,10/5/2025 8:38,900,900,"Goi cuoc FHAPPY 3T cua Quy khach se duoc gia han chu ky tiep theo vao ngay 09/10/2025. QK vui long nap tien tai: https://vnptpay.vn/bill/ va duy tri so du TKC toi thieu 118000d de duoc gia han tu dong, tranh phat sinh cuoc. Neu gia han goi chu ky 1T sau ngay 09/10/2025 soan GH FHAPPY gui 900. Chi tiet lien he 18001091"
Received,10/4/2025 20:07,ShopeeFood,ShopeeFood,"569358 la ma xac minh ShopeeFood, co hieu luc trong 5 phut. Vui long KHONG chia se ma nay voi nguoi khac."
Received,10/4/2025 19:22,84902690731,84902690731,Gửi bill ck qua ib chin chin e nhe
Received,10/4/2025 9:19,VNM_DV,VNM_DV,CHUYEN VUNG THA GA - DATA KHONG LO! Chi 60K/3 thang - so huu ngay goi Mobi Roaming cuc da: 7.5GB Data MobiFone/90 ngay. Data Vietnamobile 0h-6h khong gioi han moi ngay. Soan DK MR3M gui 123 de dang ky ngay! CTLH: 0922789789.
Received,10/3/2025 15:09,VNM_DV,VNM_DV,"Dien thoai phai co Nhac Chuong moi vui. Soan MUA 50122 gui 5092 de cai dat bai De Vuong remix. Cac ma bh khac: 50111-Chi muon ben em that gan, 50116-Chay ve noi phia anh edm, 50131-Cong tu mien tay, 50097-Con nha ngheo, 50849-Em la cua anh remix. Phi dv Nhac Cho: 20.000d/thang. Phi bai hat: 3000d/thang. Chi tiet LH 0922789789 (0d)"
Received,10/3/2025 11:54,VNM_DV,VNM_DV,"Dang ky goi chuyen vung du lieu toc do cao Mobi Roaming khi mat song Vietnamobile ngay hom nay. Chi voi 25.000d/30 ngay, Quy khach so huu Data Mobifone: 2,5GB va Data Vietnamobile: 0h00 - 6h00 moi ngay. Soan DK MR gui 123. Chi tiet: https://www.vietnamobile.com.vn/thongtingoiMR . LH 0922789789 (0d)."
Received,10/3/2025 11:11,VNM_DV,VNM_DV,"Chuc mung QK, Soan ngay YS gui dau so 5092 de dang ky SafeFamily - de dang biet vi tri, thoi gian su dung dien thoai cua con. Phi dv 4000d/ngay va tu dong gia han. De soan tin nhan ngay bam: https://tinyurl.com/yc5jr2bt. Chi tiet LH 0922789789 (0d)"
Received,10/2/2025 20:35,VNM_DV,VNM_DV,Soan ngay YC gui 5258 de xac nhan dang ky WHOCALL - CHAN SPAM CALL/SMS. NHAN NGAY  DATA 3G/4G khong GIOI HAN  + 360 PHUT goi/ngay. Mien phi dung thu lan dau. Phi dv sau KM: 3.000d/ngay. De soan tin nhan ngay bam: https://tinyurl.com/2dbd5xtu. Chi tiet LH 0922789789 (0d)
Received,10/2/2025 18:39,VNM_KM,VNM_KM,"(KM) VIETNAMOBILE cung VENESA danh rieng cho Quy khach hang than thiet Combo tre hoa mat gia Huy diet chi 799.000 VND (gia goc 2tr990k) gom 01 tri lieu tre hoa mat cong nghe cao va 01 tuyp kem dưỡng mat chuyen sau BIJINDO Nhat Ban.  Hotline  0342424607, doc ma VNMCOMBOEYE de dat lich. Tu choi QC, soan TCQC gui 123. Chi tiet LH 789 (0d). Tran trong"
Received,10/2/2025 17:15,VNM_DV,VNM_DV,"Dang ky goi 1D chi voi 10.000d/24h, Quy khach nhan ngay: 5GB Data toc do cao, 5 phut goi ngoai mang. Soan DK 1D gui 123 de dang ky. CTLH 0922789789 (0d)."
Received,10/2/2025 16:31,VNM_DV,VNM_DV,"Ma khuyen mai MMVNM - Giam 30.000d khi di taxi, giao hang, dat xe (Be/Grab). Tai & cai dat vi MoMo de nhan ngay uu dai. Chi tiet: https://www.vietnamobile.com.vn/product/khuyen-mai/ctkm-momo/. TDHT: 0922789789 (0d)"
Received,10/2/2025 10:34,VNM_KM,VNM_KM,"XÀI THOẢI MÁI – HOÀN TIỀN HẾT Ý. 
Vietnamobile tri ân Quý Khách đã đồng hành. Khi Quý Khách gọi, nhắn tin hoặc dùng data nhiều hơn tháng trước sẽ được hoàn tiền tương ứng vào đầu tháng sau. Tiền thưởng cộng vào TKKM, hiệu lực 7 ngày và áp dụng 1 lần/tháng. CTLH 0922789789 (0d)."
Received,10/2/2025 9:02,UBNDANGIANG,UBNDANGIANG,"Đại hội đại biểu Đảng bộ tình An Giang lần thứ I, nhiệm kỳ 2025 - 2030 diễn ra từ ngày 2-3/10/2025, với phương châm: “Một An Giang – Một tầm nhìn – Một ý chí – Một niềm tin thắng lợi"
Received,10/2/2025 8:54,UBNDANGIANG,UBNDANGIANG,"Nhiệt liệt chào mừng Đại hội đại biểu Đảng bộ tỉnh An Giang lần thứ I, nhiệm kỳ 2025 - 2030!"
Received,10/1/2025 16:36,CSGT-AG,CSGT-AG,"CSGT khuyến cáo: Chạy xe hàng ba, lạng lách, đánh võng là hành vi đặc biệt nguy hiểm, có thể gây tai nạn nghiêm trọng. Hãy lái xe an toàn, văn minh!"
Received,10/1/2025 16:27,UBNDANGIANG,UBNDANGIANG,"Đại hội đại biểu Đảng bộ tình An Giang lần thứ I, nhiệm kỳ 2025 - 2030 diễn ra từ ngày 2-3/10/2025, với phương châm: “Một An Giang – Một tầm nhìn – Một ý chí – Một niềm tin thắng lợi"
Received,10/1/2025 16:20,UBNDANGIANG,UBNDANGIANG,"Nhiệt liệt chào mừng Đại hội đại biểu Đảng bộ tỉnh An Giang lần thứ I, nhiệm kỳ 2025 - 2030!"
Received,10/1/2025 15:16,VNM_DV,VNM_DV,Choi Game khong can cai dat. MIEN PHI den 7 ngay tu Vietnamobile. Soan ngay YB gui 5657. Phi dv sau KM: 4.000d/ngay va tu dong gia han. De soan tin nhan nhanh bam: https://tinyurl.com/5n7zehv7. CTLH 0922789789 (0d)
Received,10/1/2025 14:42,123,123,"TK Chinh: 0d, het han 25/09/2026.
Tk du lieu:
-  SHOPEE7G: 6,0 GB, het han 26/10/2025 18:18:13. Giam gia 5%, uu dai khong doi, tan huong nhieu tien ich thu vi tai: https://www.vietnamobile.com.vn/napthe Tran trong."
Received,10/1/2025 14:21,VNM_DV,VNM_DV,"GOI 1M - Tien ich day du, ket noi thoai mai! Chi 50.000d/30 ngay - nhan 2GB/ngay toc do cao, 10p goi ngoai mang, mien phi cuoc goi noi mang. Soan DK 1M gui 123. CTLH: 0922789789 (0d)."
Received,10/1/2025 10:51,VNM_DV,VNM_DV,Soan YS gui 5092 de xac nhan dang ky SafeFamily - de dang quan ly dien thoai cua con (MIEN PHI dung thu lan dau). Phi dv sau KM: 4.000d/ngay va tu dong gia han. De soan tin nhan ngay bam: https://tinyurl.com/yc5jr2bt. Chi tiet LH 0922789789 (0d)
Received,10/1/2025 9:20,VNM_DV,VNM_DV,"Dang ky goi chuyen vung du lieu toc do cao Mobi Roaming khi mat song Vietnamobile chi voi 25.000d/30 ngay, Quy khach so huu Data Mobifone: 2,5GB va Data Vietnamobile: 0h00 - 6h00 moi ngay. Soan DK MR gui 123. Chi tiet: https://www.vietnamobile.com.vn/thongtingoiMR . LH 0922789789 (0d)."
Received,9/30/2025 17:21,VNM_DV,VNM_DV,"Dien thoai phai co Nhac Chuong moi vui. Soan MUA 50122 gui 5092 de cai dat bai De Vuong remix. Cac ma bh khac: 50111-Chi muon ben em that gan, 50116-Chay ve noi phia anh edm, 50131-Cong tu mien tay, 50097-Con nha ngheo, 50849-Em la cua anh remix. Phi dv Nhac Cho: 20.000d/thang. Phi bai hat: 3000d/thang. Chi tiet LH 0922789789 (0d)"
Received,9/30/2025 16:33,VNM_DV,VNM_DV,Soan ngay YC gui 5258 de xac nhan dang ky WHOCALL - chan cuoc goi SPAM va nhan 360 Phut noi mang/ngay + DATA khong gioi han su dung .  (MIEN PHI dung thu lan dau). Phi dv sau KM: 3.000d/ngay. De soan tin nhan ngay bam: https://tinyurl.com/2dbd5xtu. Chi tiet LH 0922789789 (0d).
Received,9/30/2025 14:30,VNM_DV,VNM_DV,"Mobi roaming - online khap noi. Chi voi 60.000d/3 thang, Quy khach nhan ngay 7,5GB/90 ngay khi chuyen vung du lieu voi Data Mobi Roaming va Data Vietnamobile khong gioi han tu 0h-6h moi ngay. Soan DK MR3M gui 123 de dang ky. CTLH 0922789789 (0d)."
Received,9/30/2025 14:02,VNM_KM,VNM_KM,DATA KHONG GIOI HAN - MUA 1 TANG 1: Chi voi 10.000d/ngay! Dang ky goi ProMax 1 ngay bang cach soan DK DU1 gui 123 va huong ngay uu dai MIEN PHI CHU KY GIA HAN TIEP THEO. Khuyen mai ap dung 1 lan cho thue bao dang ky lan dau trong thang. CTLH: 0922789789 (0d).
Received,9/29/2025 14:39,VNM_DV,VNM_DV,Soan ngay YB gui 5657 de choi game khong can cai dat. MIEN PHI den 7 ngay cho thue bao dang ky lan dau. Phi dv sau KM: 4000d/ngay va tu dong gia han. De soan tin nhan nhanh bam: https://tinyurl.com/5n7zehv7. CTLH 0922789789 (0d)
Received,9/29/2025 13:03,VNM_KM,VNM_KM,"GOI CUOC 1M - MUA 1 TANG 1: Soan DK 1M gui 123 (50.000d/30 ngay) de huong ngay uu dai 2GB/ngay toc do cao, 10p goi ngoai mang moi ngay, mien phi cuoc goi noi mang. Dac biet Quy Khach duoc MIEN PHI GIA HAN CHU KY TIEP THEO, uu dai ap dung 1 lan cho thue bao dang ky lan dau trong thang. CTLH: 0922789789 (0d)."
Received,9/29/2025 11:14,VNM_DV,VNM_DV,Soan ngay YS gui 5092 de xac nhan dang ky SafeFamily - de dang quan ly dien thoai cua cac thanh vien gia dinh. (MIEN PHI dung thu cho tb dang ky lan dau). Phi dv 4000d/ngay va tu dong gia han. De soan tin nhan ngay bam: https://tinyurl.com/yc5jr2bt. Chi tiet LH 0922789789 (0d)
Received,9/29/2025 9:55,VNM_DV,VNM_DV,"Dang ky goi chuyen vung du lieu toc do cao Mobi Roaming khi mat song Vietnamobile ngay hom nay. Chi voi 25.000d/30 ngay, Quy khach so huu Data Mobifone: 2,5GB va Data Vietnamobile: 0h00 - 6h00 moi ngay. Soan DK MR gui 123. Chi tiet: https://www.vietnamobile.com.vn/thongtingoiMR . LH 0922789789 (0d)."
Received,9/28/2025 19:04,123,123,"TK Chinh: 0d, het han 25/09/2026.
Tk du lieu:
-  SHOPEE7G: 6,1 GB, het han 26/10/2025 18:18:13. Giam gia 5%, uu dai khong doi, tan huong nhieu tien ich thu vi tai: https://www.vietnamobile.com.vn/napthe Tran trong."
Received,9/28/2025 8:46,123,123,"TK Chinh: 0d, het han 25/09/2026.
Tk du lieu:
-  SHOPEE7G: 6,4 GB, het han 26/10/2025 18:18:13. Giam gia 5%, uu dai khong doi, tan huong nhieu tien ich thu vi tai: https://www.vietnamobile.com.vn/napthe Tran trong."
Received,9/28/2025 8:45,123,123,"TK Chinh: 0d, het han 25/09/2026.
Tk du lieu:
-  SHOPEE7G: 6,4 GB, het han 26/10/2025 18:18:13. Giam gia 5%, uu dai khong doi, tan huong nhieu tien ich thu vi tai: https://www.vietnamobile.com.vn/napthe Tran trong."
Received,9/27/2025 22:15,9114,9114,"(TB) Chuc Mung Quy Khach da dang ky thanh cong goi SPOTV10TM, gia 10000.0. Thong tin chi tiet lien he 18001091 nhanh 4. Tran trong cam on!"
Received,9/27/2025 22:15,900,900,Quy khach dang ky thanh cong goi cuoc SPOTV10TM (0d TKC/24 gio). Uu dai mien phi cuoc goi noi mang VNP<20ph + 5 phut ngoai mang+ 5GB Data (het luu luong dung truy cap) + Addon VTVcab va toan bo noi dung the thao cua MyTV. CSKH 18001091(0d)
Received,9/27/2025 22:15,900,900,Goi SPOTV10TM co thoi han den 28/09/2025 22:15:13. QK se duoc moi gia han qua TK vi/ngan hang tu 29/09/2025 den 05/10/2025 va tu 06/10/2025 goi se duoc gia han tu dong qua TKC. Huy goi: HUY SPOTV10TM gui 900. CSKH 18001091(0d)
Received,9/27/2025 22:05,888,888,"Dung luong Data mien phi con lai cua goi BIG: 350 MB, HSD: 23:59 ngay 09/10/2025. Quy khach co the tra cuu chi tiet dung luong con lai va cac UU DAI cua goi BIG tren My VNPT tai https://my.vnpt.com.vn/adv/dungluong. CSKH 18001091(0d)"
,,,,
Received,9/27/2025 14:23,84987078116,84987078116,Đơn shopee ra cổng sau quẹo phải lấy trước 16h. Lấy k đc nhờ bạn lấy
Received,9/27/2025 10:34,PhongVu.vn,PhongVu.vn,Ma xac nhan PHONGVU cua ban la 818370
Received,9/25/2025 7:52,Microsoft,Microsoft,Use verification code 070552 for Microsoft authentication.
Received,9/22/2025 15:16,UIT,UIT,"Truong DH CNTT thong bao hoc HT2 mon He thong thong tin dia ly 3 chieu(IE402.Q11.1) vao thu 5 ngay 25/09/2025, Tiet 1,2,3, Phong B5.02. Chi tiet vui long lien he (028) 372 52002 chon 155"
Received,9/22/2025 15:15,UIT,UIT,"Truong DH CNTT thong bao hoc HT2 mon He thong thong tin dia ly 3 chieu(IE402.Q11.1) vao thu 5 ngay 09/10/2025, Tiet 1,2,3, Phong B5.02. Chi tiet vui long lien he (028) 372 52002 chon 155"
Received,9/22/2025 15:15,UIT,UIT,"Truong DH CNTT thong bao hoc HT2 mon He thong thong tin dia ly 3 chieu(IE402.Q11.1) vao thu 5 ngay 23/10/2025, Tiet 1,2,3, Phong B5.02. Chi tiet vui long lien he (028) 372 52002 chon 155"
Received,9/21/2025 20:01,VinaPhone,VinaPhone,"(QC) VinaPhone tang rieng Quy Khach 7GB toc do cao dung trong 7 ngay tu goi cuoc DT30. Soan DK gui 9923 voi gia cuoc uu dai chi 30.000d/7 ngay. Loi moi co hieu luc trong 03 ngay. Tu choi QC, soan TC gui 9923. CSKH 18001091."
Received,9/21/2025 19:00,900,900,"Tai khoan cua QK da duoc nap 20,000d tu My VNPT vao 21/09/2025 19:00:19. Ma giao dich 2376272006. Chi tiet lien he CSKH 18001091 (0d) hoac truy cap https://my.vnpt.com.vn/app"
Received,9/21/2025 19:00,900,900,"Tai khoan cua QK da duoc nap 20,000d tu My VNPT vao 21/09/2025 19:00:19. Ma giao dich 2376272006. Chi tiet lien he CSKH 18001091 (0d) hoac truy cap https://my.vnpt.com.vn/app"
Received,9/21/2025 18:58,MyVNPT,MyVNPT,"376664 la ma xac thuc OTP tren MyVNPT cua Quy khach. Ma co hieu luc trong 2 phut. De dam bao an toan, Quy khach vui long khong chia se ma nay voi bat ky ai."
Received,9/21/2025 1:14,84856792664,84856792664,wE0 kcfU2Ac.ZqpLe.de uu dai dac biet no hu ban ca thuong tuan len toi 13.888k cx
Received,9/20/2025 13:50,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,9/20/2025 13:37,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,9/20/2025 13:36,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,9/20/2025 12:23,888,888,"Dung luong Data mien phi con lai cua goi BIG: 607 MB, HSD: 23:59 ngay 09/10/2025. Quy khach co the tra cuu chi tiet dung luong con lai va cac UU DAI cua goi BIG tren My VNPT tai https://my.vnpt.com.vn/adv/dungluong. CSKH 18001091(0d)"
,,,,
Received,9/20/2025 8:13,Microsoft,Microsoft,Sử dụng mã xác minh 792510 để xác thực Microsoft.
Received,9/20/2025 8:10,Microsoft,Microsoft,Use verification code 828749 for Microsoft authentication.
Received,9/20/2025 8:06,Microsoft,Microsoft,Use verification code 281285 for Microsoft authentication.
Received,9/19/2025 10:18,NAPTHE-VNP,NAPTHE-VNP,"(TB) THU VÀNG RỰC RỠ - ƯU ĐÃI BẤT NGỜ! Chỉ cần nạp thẻ vào HÔM NAY 19/9/2025, Quý khách được tặng ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi khi nạp tại: https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ)."
Received,9/16/2025 15:19,NAPTHE-VNP,NAPTHE-VNP,"(TB) Đừng bỏ quên ưu đãi VinaPhone dành riêng cho Quý khách nhận được tin nhắn và nạp thẻ trong HÔM NAY 16/9/2025, có ngay:
+ 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.
+ Thêm ưu đãi hời khi nạp tại https://my.vnpt.com.vn/adv/napthe .
CSKH: 18001091 (0đ)."
Received,9/16/2025 8:04,CELLPHONES,CELLPHONES,"Moi ban tao tai khoan S-Student de nhan dac quyen: giam them den 10%, tro gia den 5tr khi len doi va giam phi giao hang. Tao tai khoan ngay: https://go.cps.onl/5n7dsskw "
Received,9/15/2025 18:29,NAPTHE-VNP,NAPTHE-VNP,"(TB) KHUYẾN MẠI GIỮA THÁNG - ƯU ĐÃI NGẬP TRÀN! VinaPhone dành riêng cho Quý khách nhận được tin nhắn:
+ Tặng ngay 20% giá trị thè nạp trong NGÀY MAI 16/9/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Thêm ưu đãi hời khi nạp tại https://my.vnpt.com.vn/adv/napthe .
CSKH: 18001091 (0đ)."
Received,9/15/2025 17:37,VNPT Money,VNPT Money,(TB) Dành cho Bạn muốn đăng ký gói VD120M và nhiều gói cước VinaPhone khác: Tặng ngay ưu đãi HOÀN 50% tối đa 500.000đ/lần khi đăng ký gói cước bằng thẻ Visa trên VNPT Money. Bao nhiêu thẻ Visa nhận bấy nhiêu lần ưu đãi. Đăng ký ngay tại https://km.vnptmoney.vn/data4G5G. LH 18001091 (#3).
Received,9/15/2025 16:11,CSGT_AG,CSGT_AG,"[TB] CSGT khuyến cáo: Không giao xe cho học sinh chưa đủ tuổi tham gia giao thông, tránh nguy cơ xảy ra tai nạn nghiêm trọng. Hãy quan tâm bảo vệ tính mạng, tương lai con em mình!"
Received,9/15/2025 8:20,CELLPHONES,CELLPHONES,Chuc mung ban da dang ky thanh cong TK S-Student: giam them den 10% + tang goi AI Hay Pro tri gia 1.59Tr. Kham pha ngay: https://go.cps.onl/mkajt89m
Received,9/14/2025 20:52,NAPTHE-VNP,NAPTHE-VNP,(TB) TẶNG 50% TRÊN APP MYVNPT! VinaPhone tặng Quý khách 50% khi nạp tiền điện thoại bằng hình thức trực tiếp DUY NHẤT trên ứng dụng My VNPT trong hôm nay 14/9/2025 tại: https://my.vnpt.com.vn/adv/napdt . Khuyến mãi được sử dụng gọi và nhắn tin trong 15 ngày. CSKH:18001091 (0đ).
Received,9/13/2025 16:25,84867355316,84867355316,ĐƠN này 0Đ Kick Thành Công khi nào lấy cổng sau quẹo trái cuối cùng 11h-1h chắc chắn có. 
Received,9/13/2025 12:47,84776908759,84776908759,Shipper 316 Cong sau quẹo trái ngồi cuối ra lấy hàng liền hoặc nhờ bạn trước 2h
Received,9/10/2025 0:13,MyVNPT,MyVNPT,"112954 la ma xac thuc OTP tren MyVNPT cua Quy khach. Ma co hieu luc trong 2 phut. De dam bao an toan, Quy khach vui long khong chia se ma nay voi bat ky ai."
Received,9/10/2025 0:10,MyVNPT,MyVNPT,"357830 la ma xac thuc OTP tren MyVNPT cua Quy khach. Ma co hieu luc trong 2 phut. De dam bao an toan, Quy khach vui long khong chia se ma nay voi bat ky ai."
Received,9/9/2025 7:04,900,900,QK da gia han thanh cong goi FHAPPY  MIEN PHI . Uu dai (MF cuoc goi noi mang VinaPhone 1000ph+2GB/ngay)/30 ngay. Goi cuoc gia han tu dong. Chi tiet LH 18001091
Received,9/8/2025 15:08,NAPTHE-VNP,NAPTHE-VNP,"(TB) ĐẦU TUẦN VUI VẺ - NẠP THẺ NHẬN QUÀ! Dành cho Quý khách nhận được tin nhắn :
+ Có ngay 20% giá trị thẻ nạp trong NGÀY MAI 09/9/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.
+ Thêm ưu đãi hời khi nạp tại https://my.vnpt.com.vn/adv/napthe .
CSKH: 18001091 (0đ).

"
Received,9/8/2025 12:54,888,888,"Dung luong Data mien phi con lai cua goi BIG: 1447 MB, HSD: 23:59 ngay 09/09/2025. Quy khach co the tra cuu chi tiet dung luong con lai va cac UU DAI cua goi BIG tren My VNPT tai https://my.vnpt.com.vn/adv/dungluong. CSKH 18001091(0d)"
,,,,
Received,9/7/2025 10:28,NAPTHE-VNP,NAPTHE-VNP,(TB) KHUYẾN MẠI SIÊU TO - CHỈ CÓ TRÊN APP MYVNPT! VinaPhone tặng Quý khách 50% khi nạp tiền bằng hình thức trực tiếp DUY NHẤT trên ứng dụng My VNPT trong hôm nay 07/9/2025 tại: https://my.vnpt.com.vn/adv/napdt . Khuyến mãi được sử dụng gọi và nhắn tin trong 15 ngày. CSKH: 18001091 (0đ).
Received,9/6/2025 20:40,Vietcombank,Vietcombank,"Ma OTP xac thuc GD la 515199, hieu luc 1 phut. Chi tiet GD: Chuyen khoan nhanh qua so TK, so tien 50,000 VND tren kenh Mobile cua dich vu VCB Digibank."
Received,9/6/2025 18:45,Vietcombank,Vietcombank,"Ma OTP xac thuc GD la 327663, hieu luc 1 phut. Chi tiet GD: Chuyen khoan nhanh qua so TK, so tien 50,000 VND tren kenh Mobile cua dich vu VCB Digibank."
Received,9/5/2025 14:45,NAPTHE-VNP,NAPTHE-VNP,(TB) TỰU TRƯỜNG NGẬP NIỀM VUI - VINA TRÀN ƯU ĐÃI! Mời Quý khách nạp thẻ trong HÔM NAY 05/9/2025 để nhận ngay 20% giá trị. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi khi nạp tại: https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ).
Received,9/5/2025 14:07,CSGT_AG,CSGT_AG,"[TB] CSGT khuyến cáo: Không giao xe cho học sinh chưa đủ tuổi tham gia giao thông, tránh nguy cơ xảy ra tai nạn nghiêm trọng. Hãy quan tâm bảo vệ tính mạng, tương lai con em mình!"
Received,9/5/2025 11:52,Vietcombank,Vietcombank,Dich vu VCB Digibank cua Quy khach da duoc kich hoat lai thanh cong tren thiet bi moi. De nghi chu dong khoa dich vu bang cach nhan tin theo cu phap VCB KHOA DIGIBANK gui 6167 hoac lien he ngay voi ngan hang theo so 1900545413 neu Quy khach khong thuc hien giao dich nay.
Received,9/5/2025 11:51,6167,6167,Ma OTP su dung de KICH HOAT LAI DICH VU VCB DIGIBANK TREN THIET BI MOI da duoc gui den so dien thoai nhan SMS OTP cua Quy khach. TUYET DOI KHONG CUNG CAP MA OTP CHO BAT KY AI HOAC NHAP OTP VAO DUONG LINK LA. Vui long kiem tra tin nhan de lay ma OTP
Received,9/5/2025 11:51,Vietcombank,Vietcombank,"Vietcombank nhan duoc yeu cau KICH HOAT LAI UNG DUNG VCB DIGIBANK. Neu Quy khach KHONG CHU DONG yeu cau, TUYET DOI KHONG CUNG CAP HOAC XAC NHAN BANG MA OTP de tranh rui ro bi CHIEM DOAT TAI KHOAN. Neu Quy khach yeu cau, vui long nhap ma xac nhan 153803, hieu luc 1 phut de hoan tat kich hoat."
,,,,
Received,9/5/2025 11:51,6167,6167,"(CANH BAO) Vietcombank KHONG GUI TIN NHAN SMS dinh kem duong link yeu cau Quy khach cung cap ten dang nhap/mat khau dich vu/OTP.
Neu Quy khach muon KICH HOAT LAI DV VCB DIGIBANK TREN THIET BI MOI, vui long soan tin nhan VCB YES Y69PH9 gui 6167 trong 2 phut. Neu khong phai Quy khach, dung nhan tin va lien he 1900545413"
,,,,
Received,9/5/2025 11:50,6167,6167,"(CANH BAO) Vietcombank KHONG GUI TIN NHAN SMS dinh kem duong link yeu cau Quy khach cung cap ten dang nhap/mat khau dich vu/OTP.
Neu Quy khach muon KICH HOAT LAI DV VCB DIGIBANK TREN THIET BI MOI, vui long soan tin nhan VCB YES GUPB40 gui 6167 trong 2 phut. Neu khong phai Quy khach, dung nhan tin va lien he 1900545413"
,,,,
Received,8/19/2025 16:28,NAPTHE-VNP,NAPTHE-VNP,"(TB) Đừng bỏ quên ưu đãi VinaPhone dành riêng cho Quý khách nhận được tin nhắn và nạp thẻ trong HÔM NAY 19/8/2025, có ngay:
+ 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.
+ Thêm ưu đãi hời khi nạp tại https://my.vnpt.com.vn/adv/napthe .
CSKH: 18001091 (0đ). "
Received,8/18/2025 17:33,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,8/18/2025 15:34,NAPTHE-VNP,NAPTHE-VNP,"(TB) NAP HÔM NAY, QUÀ LIỀN TAY! VinaPhone dành riêng cho Quý khách nhận được tin nhắn:
+ Tặng ngay 20% giá trị thè nạp trong NGÀY MAI 19/8/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Thêm ưu đãi hời khi nạp tại https://my.vnpt.com.vn/adv/napthe .
CSKH: 18001091 (0đ). 
"
Received,8/18/2025 11:55,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,8/18/2025 10:35,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,8/17/2025 12:48,VTC,VTC,VTC: Ma OTP 878953 co hieu luc trong 3 phut cho dich vu kich hoat tai khoan tai https://myvtc.vn/. Tuyet doi khong cung cap ma OTP nay cho bat ky ai.
Received,8/15/2025 13:51,NAPTHE-VNP,NAPTHE-VNP,"(TB) QUÀ TẶNG GIỮA THÁNG! Chỉ cần nạp thẻ vào HÔM NAY 15/8/2025, Quý khách được tặng thêm 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi khi nạp tại: https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ)."
Received,8/14/2025 23:45,BachhoaXANH,BachhoaXANH,"Gui Anh Vu ma CBSOPH73JG giam 10.000d ap dung  mua cac san pham DOWNY tu 50.000d, HSD: 17/08. Mua Ngay : https://bachhoaxanh.com/s/baaLB2GS"
Received,8/14/2025 23:44,BachhoaXANH,BachhoaXANH,BachhoaXANH - Ma OTP cua ban la 318193. Ma co hieu luc trong vong 1 phut. Vui long khong chia se ma nay voi nguoi khac.
