"Type","Date","Name / Number","Sender","Content"
"Received","Mar 19, 2023 7:39:47 PM","UIT","UIT","Truong DH CNTT thong bao nghi hoc Mon Cau truc roi rac(MA004.N22) vao thu 2 ngay 20 thang 03 nam 2023. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Received","Mar 17, 2023 4:49:04 PM","TTHIENMAUTP","TTHIENMAUTP","TTHMNĐ Cám ơn bạn đã tham gia hiến máu . Nhóm máu của bạn là A+. Máu của bạn đã được truyền cho người bệnh. Bạn có thể hiến máu lại sau ngày 25/5/23. Liên hệ đt (028)38685509"
"Received","Mar 16, 2023 4:11:18 PM","VinaPhone","VinaPhone","(TB) DÙNG VINA - LUÔN CÓ QUÀ! VinaPhone kính tặng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 17/03/2023. Giá trị khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Quý khách được nhận thêm 4% chiết khấu cùng nhiều quà tặng hấp dẫn khi nạp thẻ qua VNPT Money tại https://km.vnptmoney.vn/NgayVang . CSKH: 18001091(0đ)."
"Received","Mar 14, 2023 4:00:16 PM","VinaPhone","VinaPhone","(TB) ĐỪNG BỎ LỠ QUÀ TẶNG TUẦN MỚI! VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp vào HÔM NAY 14/03/2023. Khuyến mại sử dụng gọi/nhắn tin trong 15 ngày. Quý khách được nhận thêm 4% chiết khấu cùng nhiều quà tặng hấp dẫn khi nạp thẻ qua VNPT Money tại https://km.vnptmoney.vn/NgayVang . CSKH: 18001091(0đ)."
"Received","Mar 13, 2023 10:47:23 AM","VinaPhone","VinaPhone","(TB) TUẦN MỚI SANG - QUÀ LẠI TỚI! VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 14/03/2023. Giá trị khuyến mại sử dụng gọi/nhắn tin trong 15 ngày. Bấm *102# để kiểm tra tài khoản khuyến mại. CSKH: 18001091(0đ)."
"Received","Mar 12, 2023 7:38:19 PM","9345","9345","TKC cua Quy Khach sap het. De duoc ung goi 3(5 PHUT THOAI/Gia cuoc 8000d), soan 3 gui 9345. Tu choi nhan tin, soan TC gui 9345."
"Received","Mar 8, 2023 11:26:37 PM","ThanhNienVN","ThanhNienVN","046030 la ma xac thuc de lay lai mat khau cua tai khoan ThanhNienVN. Ma co hieu luc trong vong 2 phut"
"Received","Mar 7, 2023 1:34:17 PM","VinaPhone","VinaPhone","(TB) CÙNG CHÚC MỪNG NỬA THẾ GIỚI YÊU THƯƠNG NHÂN NGÀY 8/3! VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp vào HÔM NAY 07/03/2023. Giá trị khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Quý khách được nhận thêm 4% chiết khấu cùng nhiều quà tặng hấp dẫn khi nạp thẻ qua VNPT Money tại https://km.vnptmoney. vn/NgayVang . CSKH: 18001091 (0đ)."
"Received","Mar 3, 2023 8:47:12 PM","VinaPhone","VinaPhone","(TB) QUÀ TẶNG THÁNG 3! VinaPhone kính tặng Quý khách 20% giá trị thẻ nạp vào HÔM NAY 03/03/2023. Giá trị khuyến mại được sử dụng gọi/nhắn tin các mạng trong 15 ngày. Quý khách được nhận thêm 4% chiết khấu cùng nhiều quà tặng hấp dẫn khi nạp thẻ qua VNPT Money tại https://km.vnptmoney.vn/NgayVang . CSKH: 18001091(0đ)."
"Received","Mar 2, 2023 7:06:27 AM","VinaPhone","VinaPhone","(VINAPHONE PLUS TB) Diem tich luy cua Hoi vien den thang 02/2023 la 47 diem VinaPhone Plus. Chi tiet truy cap https://vinaphoneplus.com.vn hoac goi 18001091. Tran trong cam on!"
"Received","Feb 28, 2023 1:27:25 PM","MBBANK","MBBANK","OTP cua Quy Khach la: 91680763. Ma xac thuc giao dich tren vi co hieu luc trong vong 2 phut. QK TUYET DOI khong cung cap OTP cho nguoi khac tranh bi lua dao!"
"Received","Feb 27, 2023 3:23:15 PM","MOMO","MOMO","Ban co 110.000D qua Nap Dien Thoai & 120.000D qua khac trong MoMo, het han TOI MAI. Mo Vi > UU DAI > QUA CUA TOI hoac https://momo.vn/qua-cua-toi dung ngay!"
"Received","Feb 24, 2023 4:41:51 PM","MOMO","MOMO","Ban co 10.000D qua Nap Dien Thoai & 120.000D qua khac trong MoMo, het han 28/2. Mo Vi > UU DAI > QUA CUA TOI hoac https://momo.vn/qua-cua-toi dung ngay!"
"Received","Feb 24, 2023 11:09:54 AM","VinaPhone","VinaPhone","(TB) CUỐI TUẦN HÂN HOAN - NHẬN QUÀ RỘN RÀNG! VinaPhone tặng riêng Quý khách ưu đãi 20% khi nạp tiền điện thoại vào HÔM NAY 24/02/2023 (khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày). Quý khách được NHẬN THÊM 4% chiết khấu và nhiều quà tặng hấp dẫn khi nạp qua VNPT Money tại https://km.vnptmoney.vn/NgayVang. CSKH: 18001091(0đ)."
"Received","Feb 23, 2023 7:44:58 PM","VinaPhone","VinaPhone","(TB) CUỐI TUẦN HÂN HOAN - NHẬN QUÀ RỘN RÀNG! VinaPhone tặng riêng Quý khách ưu đãi 20% khi nạp tiền điện thoại vào NGÀY MAI 24/02/2023 (khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày). Quý khách được NHẬN THÊM 4% chiết khấu và nhiều quà tặng hấp dẫn khi nạp qua VNPT Money tại https://km.vnptmoney.vn/NgayVang. CSKH: 18001091(0đ)."
"Received","Feb 23, 2023 3:29:37 PM","MOMO","MOMO","Ban co 10.000D qua Nap Dien Thoai & 120.000D qua khac trong MoMo, het han 28/2. Mo Vi > UU DAI > QUA CUA TOI hoac https://momo.vn/qua-cua-toi dung ngay!"
"Received","Feb 21, 2023 5:56:49 PM","VinaPhone","VinaPhone","(TB) ĐỪNG BỎ LỠ! VinaPhone tặng riêng Bạn 20% khi nạp tiền điện thoại vào HÔM NAY 21/02/2023. Khuyến mại sử dụng gọi/nhắn tin trong 15 ngày (bấm *102# để kiểm tra ưu đãi). CSKH 18001091(0đ)."
"Received","Feb 17, 2023 9:26:01 PM","VinaPhone","VinaPhone","(TB) NGÀY VÀNG ĐÃ TỚI, VinaPhone tặng Bạn 20% khi nạp thẻ vào HÔM NAY 17/02/2023 (khuyến mại sử dụng gọi/nhắn tin trong 15 ngày). Bấm *102#  để kiểm tra ưu đãi. CSKH 18001091 (0đ)."
"Received","Feb 14, 2023 11:34:51 AM","VinaPhone","VinaPhone","(TB) VALENTINE NGỌT NGÀO - VINA TRAO QUÀ TẶNG! Nhận ngay ưu đãi dành riêng Bạn 20% khi nạp tiền điện thoại vào HÔM NAY 14/02/2023 (khuyến mại sử dụng gọi/nhắn tin trong 15 ngày). Bạn CÓ THÊM 4% chiết khấu và nhiều quà tặng hấp dẫn khi nạp qua VNPT Money tại https://km.vnptmoney.vn/NgayVang CSKH 18001091(#3)."
"Received","Feb 14, 2023 10:09:49 AM","900","900","Tai khoan chinh cua Quy khach sap het. Xin vui long nap the de tiep tuc su dung cac dich vu cua VinaPhone."
"Received","Feb 14, 2023 10:09:34 AM","1576","1576","[UNG TIEN]Tai khoan chinh cua Quy Khach sap het. De duoc ung 15000d vao tai khoan chinh, Quy Khach vui long soan Y gui 1576 (hieu luc trong vong 48h - gia cuoc dich vu 3450d). De duoc ung tien tu dong moi khi tai khoan chinh duoi 5000d, soan UTD gui 1576. Chi tiet xin lien he 18001091(mien phi)."
"Received","Feb 14, 2023 10:09:33 AM","1357","1357","[UNG TIEN AIRTIME] Tai khoan chinh cua Quy Khach sap het. Soan A gui 1357 de duoc ung 40000d, GIA CUOC 0 DONG vao tai khoan Airtime (su dung thoai va sms). Hieu luc su dung tai khoan Airtime la 1400 phut. So tien da ung 40000d se duoc tru vao TKC. Chi tiet LH 18001091 (mien phi)."
"Received","Feb 14, 2023 9:57:35 AM","+84983012637","+84983012637","Quạt sửa xong "
"Received","Feb 13, 2023 4:31:29 PM","VinaPhone","VinaPhone","(TB) VALENTINE NGỌT NGÀO - VINA TRAO QUÀ TẶNG! Nhận ngay ưu đãi dành riêng Bạn 20% khi nạp tiền điện thoại vào NGÀY MAI 14/02/2023 (khuyến mại sử dụng gọi/nhắn tin trong 15 ngày). Bạn CÓ THÊM 4% chiết khấu và nhiều quà tặng hấp dẫn khi nạp qua VNPT Money tại https://km.vnptmoney.vn/NgayVang CSKH 18001091(#3)."
"Received","Feb 10, 2023 7:28:15 PM","VinaPhone","VinaPhone","(TB) ƯU ĐÃI NGÀY VÀNG - THÊM NGÀN QUÀ CHẤT! VinaPhone tặng 20% khi Bạn nạp thẻ vào HÔM NAY 10/02/2023 (KM sử dụng gọi/nhắn tin trong 15 ngày). Nạp qua VNPT Money để nhận thêm nhiều ưu đãi khác cùng cơ hội trúng 30 triệu đồng, IPad Air5 và LÌ XÌ KHỦNG, tổng giá trị lên tới 1,5 TỶ ĐỒNG, chi tiết tại https://km.vnptmoney.vn/ChamTet2023. CSKH 18001091 (#3)"
"Received","Feb 9, 2023 2:51:33 PM","VNPT Money","VNPT Money","(TB) Chỉ còn 4 ngày để rước quà SIÊU KHỦNG từ VNPT Money: Tài khoản 30 triệu đồng, IPad Air5 và HÀNG NGÀN LÌ XÌ như ý, tổng giá trị tới 1,5 TỶ ĐỒNG. Đừng quên làm nhiệm vụ để có thêm lượt chơi MIỄN PHÍ tại https://km.vnptmoney.vn/ChamTet2. LH 18001091 (#3)."
"Received","Feb 7, 2023 11:33:42 AM","VinaPhone","VinaPhone","(TB) Quà tặng đầu Xuân - VinaPhone ưu đãi riêng Bạn 20% khi nạp tiền điện thoại vào HÔM NAY 07/02/2023. Giá trị khuyến mại sử dụng gọi/nhắn tin trong 15 ngày (bấm *102# để kiểm tra ưu đãi). CSKH 18001091 (0đ)."
"Received","Feb 6, 2023 1:27:51 PM","VinaPhone","VinaPhone","(TB) Khai Xuân rộn ràng - VinaPhone tặng riêng Bạn 20% khi nạp tiền điện thoại vào NGÀY MAI 07/02/2023. Giá trị khuyến mại sử dụng gọi/nhắn tin trong 15 ngày (bấm *102# để kiểm tra ưu đãi). CSKH 18001091 (0đ)."
"Received","Feb 6, 2023 9:58:41 AM","UIT","UIT","Truong DH CNTT thong bao hoc bu mon Giai tich(MA006.N119) vao thu 4 ngay 15/02/2023, Tiet 6,7,8,9,10,  HOC ONLINE. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Received","Feb 3, 2023 9:57:43 PM","DISCORD","DISCORD","Your Discord security code is: 053874 

tzD9jY28Wrn"
"Received","Feb 3, 2023 8:20:19 PM","UIT","UIT","Truong DH CNTT thong bao nghi hoc Mon Giai tich(MA006.N119) vao thu 7 ngay 04 thang 02 nam 2023. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Received","Jan 27, 2023 10:33:09 AM","VinaPhone","VinaPhone","(TB) XUÂN SANG MÊNH MANG - LỘC TỚI RỘN RÀNG! Nhận ngay quà tặng năm mới 20% khi Bạn nạp thẻ VinaPhone vào HÔM NAY 27/01/2023 (KM sử dụng gọi/nhắn tin trong 15 ngày). Nạp qua VNPT Money được nhận thêm nhiều ưu đãi khác, cùng cơ hội trúng 30 triệu đồng, IPad Air5 và HÀNG NGÀN LÌ XÌ KHỦNG, chi tiết tại https://km.vnptmoney.vn/ChamTet2023 CSKH 18001091 (#3)."
"Received","Jan 26, 2023 1:15:33 PM","MBBANK","MBBANK","OTP cua Quy Khach la: 20666970. Ma xac thuc giao dich tren vi co hieu luc trong vong 2 phut. QK TUYET DOI khong cung cap OTP cho nguoi khac tranh bi lua dao!"
"Received","Jan 26, 2023 1:12:35 PM","MBBANK","MBBANK","OTP cua Quy Khach la: 66588192. Ma xac thuc giao dich tren vi co hieu luc trong vong 2 phut. QK TUYET DOI khong cung cap OTP cho nguoi khac tranh bi lua dao!"
"Received","Jan 24, 2023 5:14:33 PM","VNPT Money","VNPT Money","(TB) LÌ XÌ CỰC CHẤT - Duy nhất trên VNPT Money: Trải nghiệm 3 phong cách lì xì mới lạ độc đáo: Lì xì cá nhân, Lì xì nhóm, Đòi lì xì. Cho Tết vui ngập tràn, nhân niềm vui gấp bội. Thử ngay tại https://km.vnptmoney.vn/LiXi1. LH 18001091 (#3)."
"Received","Jan 17, 2023 5:47:44 PM","VinaPhone","VinaPhone","(TB) XUÂN RẤT GẦN - QUÀ RẤT CHẤT! VinaPhone tặng riêng Bạn 20% khi nạp tiền điện thoại vào HÔM NAY - 17/01/2023. Khuyến mại sử dụng gọi/nhắn tin trong 15 ngày. Bạn NHẬN THÊM 4% chiết khấu và nhiều quà tặng hấp dẫn khi nạp qua VNPT Money tại https://km.vnptmoney.vn/NgayVang CSKH 18001091(0đ)."
"Received","Jan 14, 2023 10:53:30 PM","Amazon","Amazon","amazon.com: Your code is 900693. Don't share it. If you didn't request it, deny here https://amazon.com/a/c/r/5s0lzkbGU3jcqMtLy6ohuxTrZ"
"Received","Jan 13, 2023 2:47:35 AM","+84918299093","+84918299093","t.ly/OZQw KM nạp 1 thưởg 1 tỉlệ cượccao,cược tặg 2888ngìn

BpNDa"
"Received","Jan 12, 2023 5:09:35 PM","CADongNai","CADongNai","(TB) Để phòng ngừa tai nạn đuối nước dịp Tết Nguyên Đán, Công an tỉnh khuyến cáo: Thường xuyên giám sát kỹ trẻ em, cho trẻ biết mối nguy hiểm đuối nước, không để trẻ chơi đùa quanh ao, hồ, đặc biết là các công trường xây dựng; Khi đi tắm biển, sông, hồ chỉ nên tắm gần bờ, không xuống nước khi đã xử dụng rượu, bia; Khi phát hiện thấy người bị đuối nước, nhanh chóng kêu gọi mọi người đến hỗ trợ và gọi ngay 114 hoặc sử dụng App ""Báo cháy 114""."
"Received","Jan 12, 2023 2:08:02 PM","GRAB","GRAB","<#> 271655 is your Grab Activation Code (GAC). It expires in 2 minutes. Do not share it with anyone.
H9CMNjtZ1r6"
"Received","Jan 9, 2023 10:50:26 AM","900","900","Tai khoan cua Quy khach da duoc nap 10,000 dong tu vtc vao 09/01/2023 10:50:24. Ma giao dich 1735715589. CSKH 18001091 (0d). Tran trong cam on!"
"Received","Jan 8, 2023 9:09:22 AM","1576","1576","[UNG TIEN]Tai khoan chinh cua Quy Khach khong du de thuc hien cuoc goi/gui tin nhan. De duoc ung 20000d vao tai khoan chinh va tiep tuc su dung cac dich vu cua VinaPhone, Quy Khach vui long soan Y gui 1576 (hieu luc trong vong 48h) (Gia cuoc 3900d). De duoc ung tien tu dong khi tai khoan chinh duoi 5000d, soan UTD gui 1576. De tu choi nhan tin, Quy Khach vui long soan TC gui 1576"
"Received","Jan 8, 2023 9:08:53 AM","1357","1357","[UNG TIEN AIRTIME] Tai khoan chinh cua Quy Khach khong du de thuc hien cuoc goi. Soan A gui 1357 de duoc ung 40000d, GIA CUOC 0 DONG vao tai khoan Airtime (su dung thoai va sms). Hieu luc su dung tai khoan Airtime la 1400 phut. So tien da ung 40000d se duoc tru vao TKC. Chi tiet LH 18001091 (mien phi)."
"Received","Jan 8, 2023 9:08:50 AM","9345","9345","TKC cua Quy Khach khong du de thuc hien cuoc goi. De duoc ung 20 PHUT THOAI(Gia cuoc 32000d), soan 3 gui 9345 (hieu luc trong vong 48h). Tu choi nhan tin, soan TC gui 9345."
"Received","Jan 6, 2023 6:34:36 PM","9345","9345","TKC cua Quy Khach sap het. De duoc ung goi 3(20 PHUT THOAI/Gia cuoc 32000d), soan 3 gui 9345. Tu choi nhan tin, soan TC gui 9345."
"Received","Jan 6, 2023 6:34:35 PM","1357","1357","[UNG TIEN AIRTIME] Tai khoan chinh cua Quy Khach sap het. Soan A gui 1357 de duoc ung 40000d, GIA CUOC 0 DONG vao tai khoan Airtime (su dung thoai va sms). Hieu luc su dung tai khoan Airtime la 1400 phut. So tien da ung 40000d se duoc tru vao TKC. Chi tiet LH 18001091 (mien phi)."
"Received","Jan 6, 2023 6:31:17 PM","888","888","Kinh moi QK dang ky goi data 3G/4G TOC DO CAO SIEU UU DAI, chi tiet truy cap freedoo.vnpt.vn/goi-cuoc.html de lua chon goi cuoc phu hop voi nhu cau cua QK. CSKH: 18001091"
"Received","Jan 6, 2023 1:45:42 PM","VinaPhone","VinaPhone","(TB) KHUYẾN MẠI NẠP THẺ - NĂM MỚI VUI VẺ! VinaPhone tặng Bạn ưu đãi 20% khi nạp thẻ HÔM NAY 06/01/2023 (KM sử dụng gọi/nhắn tin trong 15 ngày). CSKH 18001091 (0đ)."
"Received","Jan 5, 2023 8:42:14 AM","VinaPhone","VinaPhone","(VINAPHONE PLUS TB) Diem tich luy cua Hoi vien den thang 01/2023 la 46 diem VinaPhone Plus. Chi tiet truy cap https://vinaphoneplus.com.vn hoac goi 18001091. Tran trong cam on!"
"Received","Jan 3, 2023 5:59:11 PM","VinaPhone","VinaPhone","(TB) QUÀ TẶNG NĂM MỚI từ VinaPhone: Bạn nhận ngay 20% ưu đãi khi nạp tiền điện thoại vào HÔM NAY 03/01/2023 (khuyến mại sử dụng gọi/nhắn tin trong 15 ngày). Bạn NHẬN THÊM 4% chiết khấu và nhiều quà tặng hấp dẫn khi nạp qua VNPT Money tại https://km.vnptmoney.vn/NgayVang CSKH 18001091(0đ)."
"Received","Jan 2, 2023 1:34:33 PM","VinaPhone","VinaPhone","(TB) CHÀO NĂM MỚI SANG - NGẬP TRÀN QUÀ TẶNG! VinaPhone tặng riêng Bạn 20% khi nạp tiền điện thoại vào NGÀY MAI 03/01/2023 (khuyến mại sử dụng gọi/nhắn tin trong 15 ngày). Bạn NHẬN THÊM 4% chiết khấu và nhiều quà tặng hấp dẫn khi nạp qua VNPT Money tại https://km.vnptmoney.vn/NgayVang CSKH 18001091(0đ)."
"Received","Jan 1, 2023 7:55:55 AM","VinaPhone","VinaPhone","(CSKH) Chào năm mới 2023, VinaPhone kính chúc Quý khách thân yêu và Gia đình MẠNH KHỎE - HẠNH PHÚC - BÌNH AN! Trân trọng cảm ơn Quý khách đã tin tưởng đồng hành cùng VinaPhone! https://vnpt.com.vn/nammoi2023/"
"Received","Dec 31, 2022 9:30:25 PM","TXMSG","TXMSG","Your Twitch verification code is: 418707"
"Received","Dec 31, 2022 7:15:07 PM","8100","8100","goId: Ma xac thuc cua ban la: 136149, MKC2 cua ban la: A6DE08D4. MKC2 chi co tac dung sau khi xac thuc."
"Sent","Dec 31, 2022 7:14:56 PM","8100","","GO 1302985098"
"Received","Dec 31, 2022 5:38:45 PM","BO_CONG_AN","BO_CONG_AN","Bộ Công an thông báo: Hiện nay, tội phạm giả mạo là người nước ngoài (sỹ quan, binh lính đang tham gia chiến tranh, làm nhiệm vụ quốc tế tại các khu vực chiến sự... không có người thân) thông qua mạng xã hội làm quen, sau đó lấy lý do gửi quà, đồ vật giá trị, thậm chí là ngoại tệ, vàng có giá trị rất lớn nhờ nhận, quản lý, lưu giữ; sau đó giả danh là nhân viên sân bay, hải quan, thuế... yêu cầu nộp tiền cước vận chuyển, thuế, phi, tiền phạt, chi phí tiêu cực... để chiếm đoạt. Đề nghị người dân cảnh giác, không chuyển tiền vào các tài khoản do đối tượng yêu cầu và trình báo ngay với cơ quan công an nơi gần nhất để được giải quyết."
"Received","Dec 30, 2022 2:30:02 PM","+84942371043","+84942371043"," Rut ko c4nnap
KVVlN TAG 199 k - 399 k n4pdau
TRAlNGHlEM GEM-BAl XANH 9
 VAO c19.kwin668.com

hPNNO"
"Received","Dec 23, 2022 10:05:26 AM","UIT","UIT","Truong DH CNTT thong bao hoc bu mon Phap luat dai cuong(SS006.N119) vao thu 2 ngay 09/01/2023, Tiet 3,4,5, Phong B3.16. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Received","Dec 22, 2022 9:21:52 AM","CADongNai","CADongNai","[TB] Chào đón năm mới 2023 an toàn, hạnh phúc: Nghiêm cấm tổ chức/cá nhân sử dụng pháo nổ và pháo hoa nổ trái phép. Tổ chức/cá nhân chỉ được sử dụng pháo hoa khi người sử dụng đủ 18 tuổi trở lên, có năng lực hành vi dân sự đầy đủ và sử dụng vào các dịp lễ, tết, sinh nhật, cưới hỏi, hội nghị, khai trương, ngày kỷ niệm và trong hoạt động văn hóa, nghệ thuật; pháo hoa sử dụng phải được mua tại các tổ chức, doanh nghiệp thuộc Bộ Quốc phòng. Các hành vi vi phạm pháp luật về pháo sẽ bị xử lý nghiêm theo quy định của pháp luật."
"Received","Dec 14, 2022 3:18:06 PM","BoCT-KMTTQG","BoCT-KMTTQG","Thực hiện Nghị quyết 63/NQ-CP ngày 03/5/2022 của Chính phủ, Bộ Công Thương phát động Tháng khuyến mại tập trung quốc gia 2022 từ ngày 15/11/2022 - 22/12/2022, doanh nghiệp sẽ khuyến mại có hạn mức lên đến 100%. Chi tiết https://kmttqg.vietrade.gov.vn"
"Received","Dec 14, 2022 2:29:13 PM","UIT","UIT","Truong DH CNTT thong bao hoc bu mon Nhap mon lap trinh(IT001.N119) vao thu 3 ngay 20/12/2022, Tiet 1,2,3,4, Phong C309. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Received","Dec 13, 2022 8:27:46 PM","UIT","UIT","Truong DH CNTT thong bao nghi hoc Mon Nhap mon lap trinh(IT001.N119) vao thu 6 ngay 30 thang 12 nam 2022. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Received","Dec 13, 2022 2:16:33 PM","VinaPhone","VinaPhone","(TB) ĐỪNG BỎ LỠ ƯU ĐÃI ĐẶC BIỆT MÙA WORLD CUP - VinaPhone tặng ngay 20% cho riêng Bạn khi nạp thẻ vào HÔM NAY 13/12/2022 (KM sử dụng gọi/nhắn tin trong 15 ngày). Đặc biệt, khi nạp thẻ từ 20.000đ, Bạn được nhận ngay mã dự thưởng với cơ hội trúng 1 chuyến du lịch Singapore trị giá 20.000.000đ hoặc thẻ nạp trị giá 1.000.000đ. Chi tiết tại https://my.vnpt.com.vn/adv/BaySing hoặc LH 18001091 (0đ)."
"Received","Dec 12, 2022 3:23:13 PM","VinaPhone","VinaPhone","(TB) TIẾP SỨC MÙA WORLD CUP - VinaPhone tặng ngay 20% cho riêng Bạn khi nạp thẻ vào NGÀY MAI 13/12/2022 (KM sử dụng gọi/nhắn tin trong 15 ngày). Đặc biệt, khi nạp thẻ từ 20.000đ, Bạn được nhận ngay mã dự thưởng với cơ hội trúng 1 chuyến du lịch Singapore trị giá 20.000.000đ hoặc thẻ nạp trị giá 1.000.000đ. Chi tiết tại https://my.vnpt.com.vn/adv/BaySing hoặc LH 18001091 (0đ)."
"Received","Dec 9, 2022 7:23:03 PM","VinaPhone","VinaPhone","(TB) CUỐI TUẦN NẠP THẺ - VUI VẺ BAY SING! VinaPhone tặng ngay 20% khi nạp thẻ vào HÔM NAY 09/12/2022 (KM sử dụng gọi/nhắn tin trong 15 ngày). Đặc biệt, khi nạp thẻ từ 20.000đ, Bạn được nhận ngay mã dự thưởng với cơ hội trúng 1 chuyến du lịch Singapore trị giá 20.000.000đ hoặc thẻ nạp trị giá 1.000.000đ. Chi tiết tại https://my.vnpt.com.vn/adv/BaySing hoặc LH 18001091 (0đ)."
"Received","Dec 9, 2022 4:51:45 PM","888","888","Goi cuoc D7 cua QK da bi huy. Cuoc DATA se tinh theo dung luong su dung thuc te: 75d/50KB. De tiet kiem chi phi, vui long dang ky goi MAX70 bang cach soan MAX70 gui 888 (70.000d/thang/9GB) mien phi cuoc vuot goi. CSKH 18001091"
"Sent","Dec 9, 2022 4:51:36 PM","888","","HUY D7"
"Received","Dec 9, 2022 8:03:31 AM","888","888","Click http://ads.mytv.com.vn/Uu3RoK so huu ngay app MyTV giai tri ""sang xin min"", voi >180 kenh truyen hinh, kho phim Viet Galaxy chieu rap, phim Hollywood bom tan, dien anh My, bo Chau A noi bat, cung cac su kien the thao dinh cao. LH 18001166 (0d)"
"Received","Dec 9, 2022 8:02:53 AM","888","888","Dang ky thanh cong goi D7 (7.000d/ngay co 1,2GB data toc do cao, het 1,2GB tinh theo goi dang su dung). Hieu luc den 08:02 10/12/2022. Goi cuoc gia han tu dong hang ngay. Kiem tra dung luong, soan DATAKM gui 888. De huy soan HUY D7 gui 888"
"Sent","Dec 9, 2022 8:02:48 AM","888","","D7"
"Received","Dec 7, 2022 7:59:42 PM","UIT","UIT","Truong DH CNTT thong bao nghi hoc Mon Phap luat dai cuong(SS006.N119) vao thu 5 ngay 08 thang 12 nam 2022. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Received","Dec 6, 2022 1:38:58 PM","VinaPhone","VinaPhone","(TB) Đừng bỏ lỡ ƯU ĐÃI 20%, VinaPhone tặng riêng Bạn khi nạp thẻ HÔM NAY 06/12/2022 (khuyến mại sử dụng gọi/nhắn tin trong 15 ngày). Đặc biệt, khi nạp thẻ từ 20.000đ, Bạn được nhận mã dự thưởng với cơ hội trúng 01 chuyến du lịch SINGAPORE trị giá 20.000.000đ hoặc thẻ nạp trị giá 1.000.000đ. Chi tiết tại https://my.vnpt.com.vn/adv/BaySing hoặc LH 18001091 (0đ)."
"Received","Dec 5, 2022 5:21:58 PM","VinaPhone","VinaPhone","(TB) Vui cùng WORLD CUP, VinaPhone tặng riêng Bạn 20% khi nạp thẻ vào NGÀY MAI 06/12/2022 (khuyến mại sử dụng gọi/nhắn tin trong 15 ngày). Đặc biệt, khi nạp thẻ từ 20.000đ, Bạn được nhận mã dự thưởng với cơ hội trúng 01 chuyến du lịch Singapore trị giá 20.000.000đ hoặc thẻ nạp trị giá 1.000.000đ. Chi tiết tại https://my.vnpt.com.vn/adv/BaySing hoặc LH 18001091 (0đ)."
"Received","Dec 2, 2022 11:25:46 AM","VinaPhone","VinaPhone","(TB) ƯU ĐÃI MÙA WORLD CUP - VinaPhone tặng ngay 20% khi Bạn nạp thẻ vào HÔM NAY 02/12/2022 (KM sử dụng gọi/nhắn tin trong 15 ngày). Đặc biệt, khi nạp thẻ từ 20.000đ, Bạn được nhận ngay mã dự thưởng với cơ hội trúng 1 chuyến du lịch Singapore trị giá 20.000.000đ hoặc thẻ nạp trị giá 1.000.000đ. Chi tiết tại https://my.vnpt.com.vn/adv/BaySing hoặc LH 18001091 (0đ)."
"Received","Dec 1, 2022 4:30:02 PM","888","888","Goi cuoc D7 cua QK da bi huy. Cuoc DATA se tinh theo dung luong su dung thuc te: 75d/50KB. De tiet kiem chi phi, vui long dang ky goi MAX70 bang cach soan MAX70 gui 888 (70.000d/thang/9GB) mien phi cuoc vuot goi. CSKH 18001091"
"Sent","Dec 1, 2022 4:29:25 PM","888","","HUY D7"
"Received","Dec 1, 2022 7:00:28 AM","888","888","Click http://ads.mytv.com.vn/Uu3RoK so huu ngay app MyTV giai tri ""sang xin min"", voi >180 kenh truyen hinh, kho phim Viet Galaxy chieu rap, phim Hollywood bom tan, dien anh My, bo Chau A noi bat, cung cac su kien the thao dinh cao. LH 18001166 (0d)"
"Received","Nov 30, 2022 9:18:31 PM","888","888","Dang ky thanh cong goi D7 (7.000d/ngay co 1,2GB data toc do cao, het 1,2GB tinh theo goi dang su dung). Hieu luc den 21:18 01/12/2022. Goi cuoc gia han tu dong hang ngay. Kiem tra dung luong, soan DATAKM gui 888. De huy soan HUY D7 gui 888"
"Sent","Nov 30, 2022 9:18:16 PM","888","","D7"
"Received","Nov 30, 2022 8:42:18 PM","VinaPhone","VinaPhone","(TB) Quy Khach da huy thanh cong goi KM_D3 trên app My VNPT. Thong tin chi tiet truy cap My VNPT http://onelink.to/v58hh4 hoac lien he 18001091"
"Received","Nov 30, 2022 8:42:06 PM","MyVNPT","MyVNPT","025563 la ma xac nhan OTP MyVNPT cua ban. Vui long nhap ma OTP trong vong 2 phut. Va KHONG chia se ma nay voi nguoi khac."
